,LanguageCode,SKU,Text,Title
1843821,en,AD112A03A-702,"I was really pleased with theese shoes, just what i wanted, good service! five star!",great shoes
1844094,en,EM111C004-707,"Great service, great price.  Arrived in time for xmas :-)",Super Service
1844095,en,EM111C004-707,"Bought these fab boots on the 50% discount offer and couldnt be more pleased.

Super fast delivery and service and boots awesome

Many thanks",Bargain buy !
1844184,en,HU211A026-002,very good shoes!! And very comfortable!,Ms
1844243,en,B3011C00N-503,Fantastic Boots Perfect In Every Way and Very Smart! A1,Wellington
1844604,en,G1111Z00D-302,Love love love these shoes georgous colour good quality leather just what I was looking for would recommend,Fabulous shoes
1844645,en,L4621C009-205,"I bought this dress for my daughter's Prom.  It arrived promptly and well packaged.  My daughter is very tall and slim and she looked lovely in it.  My only criticism is I would have liked  the dress to be lined.  As I paid the full £65, you have recently reduced  the price, it wasn't exactly cheap. Will certainly consider Zalando  for any future dresses, not only for her, but for myself too.  Thanks Zalando.",Lovely Dress
1844765,en,AD112A04V-802,Great product and great service with good communication letting me know when product is shipped and also quick reply to my question I ask,Shoes
1844766,en,AD112A04V-802,Speedy delivery - thanks!!,Trainers
1844823,en,P3421B008-953,"Cute skirt, although the material is quite starchy so doesn't move well. But looks lovely on!",Super cute!
1844903,en,AN611A01D-704,a very good pair of shoes-nice style and good quality for the price,Anna Filed Wedges
1845016,en,AN611A01D-502,a very good pair of shoes-nice style and very good quality for the price,Anna Filed Wedges
1845505,en,GA111D00U-503,Just what I wanted they are brilliant.,Slippers
1845876,en,1SI21D00L-604,Absolutely love this top. Unusual colour and design. Very flattering,Great top
1845953,en,YP121D00S-002,"A wonderfully cut classy take on a jersey top just utterly flattering cool and fresh!
I quaked a little over the price but know I shall wear it to death",Beautiful!!!!!!!
1846278,en,AN611B019-802,These sandals were really good quality with amazing low price. Everybody that seen them made a very complimentary comment and I loved all the attention these sandals attracted.,Anna Field Sandals
1846644,en,AD154A016-503,"nice,great bag,very comfy to use. But is not blue,actualy is navy",ADICOLOR AIRLINER - Shoulder Bag - blue
1846799,en,AD113A00B-402,Nice and comfortable for my baby a must buy,Lil pink
1846928,en,AD114A00X-002,Excellent style,Good
1847397,en,RE012B02H-G11,Very comfortable ,Reebok Classic - High Top Recommended
1847423,en,AR211B00K-302,"I really liked this sandal but sadly I couldn't do it up, otherwise I would been delighted with it.",Stylish sandal
1847503,en,BI111B00R-802,Ordered shoes as a gift but had a cheeky try myself and they are really comfy. Great price and speedy delivery. Very impressed.,Birkenstocks Bliss
1847537,en,BI111B00R-802,These are uncomfortable and they look really clumpy.,very hard
1847737,en,BI111B00R-802,Excellent value for money. They are so comfortable and look amazing! Excellent and quick delivery :),excellent
1847894,en,NU121D014-502,Unfortunately I had to return this item as 'brown' really meant more of an 'orange'. As I live far from the collection points Zalando were quick to email Royal Mail pre-paid labels to me which was much appreciated.,striped top
1848037,en,BI111B01F-205,"I am still waiting for yodel to deliver so i cannot review yet. 

supposed to have been out for delivery for over week now.

contacted yodel and zalando and still waiting",not yet got so i cant review
1848218,en,BI111B01V-802,These shoes were just what I wanted,Perfect
1848244,en,BI111B01V-802,I saw these on Zalando and I fell in love with them immediately.,Patent Birkenstocks
1848296,en,BI111B01V-802,Bought a pair of birki stocks but too wide  rang customer services up very helpful told me how to return them .did so without any problems .Just received email conformation for a full refund .EXCELLENT service.,Excellent shoes
1848336,en,SE622E005-503,Very happy with it,Nice shirt
1848368,en,GA411A00W-802,"Only one month and the bow came apart, stillcould not find a shoe maker to help, the shoe now looks ordinary without it",Soft bu tnot worth the money
1849704,en,SK112A01A-702,These shoes were exactly what my husband wanted for Christmas... but sadly we were sent a pair half a size too small. He's decided to put up with the squished toes nevertheless.,Great product - shame I was sent wrong size!
1849705,en,SK112A01A-702,Fit perfectly. Look great. Good value for money.,Skechers PAXTON trainers dark brown
1849832,en,PI911A03P-601,I really love the colour and comfort of these ballets pumps just the style did not suit my feet.,Well made pumps !
1849852,en,PI911A03P-707,Just received these shoes in brown.  They are a 'milk chocolate' brown which is perfect for this season.  Good value for the price,good value
1850639,en,GS122A014-901,Sits well. Looks great! Perfect!,Perfect jeans
1850640,en,GS122A014-901,G Star quality. Really great jeans!,"Very good quality, looks great"
1851089,en,TI111B00J-704,"""LOVE these sandals; bought the lighter colour and they go with everything and make a nice change from the glut of tan sandals about. They're incredibly comfortable with padded lining and a good width across toe strap which accommodate my bunions and completely hides them. The heel height is perfect - high enough to look feminine but not a silly height that is difficult to walk in. They're ruggedly built but make my ugly feet look pretty (in my opinion!)""","Fantastic, Comfortable, Feminine Sandals!"
1851140,en,VA111A02X-802,"I love the simplicity, the quality and the comfort of Vagabond shoes. Just the right type of heel to look elegant and feel no discomfort.","Lovely, comfortable, high quality shoes"
1851344,en,TW421B003-502,nice skirt that will go with loads of outfits,Nice skirt
1851791,en,S3422D00E-504,Fantastic T-shirt. Fits really well. Colour doesn't run - looks the same after a couple of washes. Buy it! :),GREAT
1852221,en,S1921L00V-402,A very comfortable and true to size bikini. Hols here we come.,Flattering Bandeau
1852573,en,FU321A001-102,"I BOUGHT THIS ON-LINE A MONTH OR SO AGO AFTER READING THE RAVE REVIEWS, BEING VERY TALL MYSELF I WAS PLEASED SOME REVIEWS STATED HOW LONG IN THE LEGS IT WAS.  BEING 5' 9"" (MYSELF) I ALWAYS FIND TROUSER LEGS TOO SHORT.  THE GARMENT IS INDEED VERY BEAUTIFUL AND FITTED PERFECTLY, VERY FLATTERING AS I AM A SIZE 16.  BUT AFTER ONLY WEARING THE GARMENT ONCE. THE INNER LINING FRAYED FROM UNDER THE ARMS ON BOTH SIDES, ALSO IT CAME APART ON THE OUTER LAYER ON THE TOP SHOULDER SEAM.  FOR SUCH AN EXPENSIVE GARMENT I WAS EXTREMELY DISSAPOINTED IN THE SHODDY WORKMANSHIP OF THE GARMENT.  I SENT IT TO MY  MOTHER FOR HAND STITCH REPAIRS WHICH TOOK HER OVER 5 HOURS TO MAKE A REASONABLE JOB OF IT.  I DEFINITELY WOULD NOT RECOMMEND BUYING THIS GARMENT TO ANYONE I WAS VERY DISSAPOINTED INDEED - SO NOT WORTH THE VERY EXPENSIVE PRICE TAG!",QUALITY VERY POOR
1852613,en,N1242A02X-503,"I chose and bought this,trusting the picture,and it's just cool and satisfying.Moreover,the prices are straight forward without feeling tricked.",Cool as destribed
1852722,en,ZI111B02K-752,I cannot comment on the product as it has not been delivered to me yet!!,C
1853198,en,P3421C01K-113,"Lovely dress but I didn't think it would show my knees, ( I'm only 5 ft 1"") So as I hate my knees I will have to wear leggings with it, but it has a nice shape.",lovesclothes
1853413,en,TA111B05P-753,Delighted with these sandals.  Have purchased Tamaris brand before and always found them to be of good quality and comfortable.  I ordered these online as I couldn't get the size I wanted in the shops and this is my first time to order through Zalando and found their service very easy to use and  very prompt delivery.,Happy Customer
